"rent.amount";"fire.insurance";"city";"area";"rooms";"bathroom";"parking.spaces";"floor";"animal";"furniture"
8.66561319653451;4.30406509320417;1;5.4380793089232;3;3;1;3;"acept";"not furnished"
6.30991827822652;1.94591014905531;0;3.91202300542815;1;1;0;2;"acept";"not furnished"
7.54960916515453;3.2188758248682;1;4.0943445622221;2;2;2;15;"acept";"not furnished"
7.69621263934641;2.77258872223978;1;3.85014760171006;2;1;0;5;"not acept";"furnished"
7.78322401633604;3.43398720448515;1;4.49980967033027;3;2;1;7;"acept";"not furnished"
7.50988306115491;3.17805383034795;1;3.40119738166216;1;1;0;0;"not acept";"furnished"
6.85646198459459;2.56494935746154;0;4.33073334028633;3;2;1;4;"acept";"not furnished"
8.9226582995244;4.56434819146784;1;4.70048036579242;2;4;2;2;"acept";"furnished"
9.39266192877014;5.19849703126583;1;6.10924758276437;4;5;6;0;"acept";"not furnished"
6.92755790627832;2.56494935746154;1;3.76120011569356;2;1;1;1;"acept";"not furnished"
8.24275634571448;3.89182029811063;1;4.0943445622221;2;2;2;11;"acept";"furnished"
8.29404964010203;3.93182563272433;1;5.01063529409626;3;3;2;12;"acept";"not furnished"
8.29404964010203;3.93182563272433;1;4.17438726989564;2;2;2;2;"not acept";"furnished"
7.37775890822787;3.04452243772342;1;4.27666611901606;3;1;1;2;"acept";"not furnished"
8.00636756765025;3.8286413964891;1;4.78749174278205;3;2;1;0;"acept";"not furnished"
9.04782144247841;4.85203026391962;1;6.68461172766793;4;7;8;0;"not acept";"not furnished"
9.30565055178051;4.9416424226093;1;4.40671924726425;1;2;1;1;"not acept";"furnished"
7.37775890822787;3.04452243772342;0;4.24849524204936;1;1;1;2;"acept";"furnished"
8.29404964010203;3.93182563272433;1;5.52146091786225;3;4;4;15;"acept";"not furnished"
7.57558465155779;3.2188758248682;0;4.33073334028633;3;2;1;6;"not acept";"furnished"
7.50163445788341;1.94591014905531;1;4.0943445622221;2;2;2;6;"acept";"furnished"
8.69951474821019;4.34380542185368;1;5.28320372873799;3;3;2;8;"acept";"not furnished"
7.71868549519847;3.52636052461616;0;4.60517018598809;3;2;2;0;"acept";"not furnished"
7.39939808333135;3.04452243772342;1;3.68887945411394;1;1;1;2;"not acept";"furnished"
9.30565055178051;4.9416424226093;1;4.12713438504509;1;2;1;2;"acept";"furnished"
7.15461535691366;2.99573227355399;1;3.55534806148941;1;1;0;0;"not acept";"not furnished"
7.64969262371151;3.29583686600433;1;3.13549421592915;1;1;0;25;"acept";"not furnished"
9.21034037197618;5.01727983681492;1;5.77765232322266;3;5;6;0;"acept";"not furnished"
8.66561319653451;4.47733681447821;1;6.10924758276437;3;2;0;0;"acept";"not furnished"
8.98067560367171;4.61512051684126;1;6.32793678372919;4;6;5;3;"not acept";"not furnished"
8.98719682066197;4.62497281328427;1;5.04985600724954;3;2;2;10;"acept";"not furnished"
7.86326672400957;2.70805020110221;1;4.86753445045558;2;1;2;0;"acept";"not furnished"
8.61250337122056;4.24849524204936;1;4.68213122712422;4;2;0;9;"acept";"not furnished"
6.90775527898214;2.56494935746154;1;2.99573227355399;1;1;0;1;"not acept";"not furnished"
8.1605182474775;3.80666248977032;1;5.10594547390058;3;4;3;7;"acept";"not furnished"
7.49554194388426;3.13549421592915;0;4.78749174278205;3;1;1;3;"not acept";"not furnished"
8.37101068123816;4.17438726989564;1;5.29831736654804;4;4;6;0;"acept";"not furnished"
8.29404964010203;3.93182563272433;1;4.88280192258637;3;2;2;8;"acept";"furnished"
7.60090245954208;3.25809653802148;1;5.03695260241363;3;3;2;12;"acept";"furnished"
8.00636756765025;3.66356164612965;1;4.72738781871234;2;1;1;5;"acept";"not furnished"
8.85366542803745;4.66343909411207;1;5.73657229747919;4;4;3;0;"acept";"not furnished"
8.10167774745457;3.73766961828337;1;4.24849524204936;2;2;2;16;"acept";"not furnished"
9.19013766465866;4.8283137373023;1;4.51085950651685;2;3;2;5;"not acept";"not furnished"
7.60090245954208;3.25809653802148;1;5.04985600724954;3;4;2;7;"acept";"not furnished"
7.43248380791712;3.09104245335832;1;3.87120101090789;2;1;1;10;"acept";"not furnished"
6.5792512120101;2.30258509299405;0;3.98898404656427;1;2;0;1;"acept";"not furnished"
8.00636756765025;3.66356164612965;0;5.54517744447956;4;5;4;8;"acept";"not furnished"
7.62559507213245;3.25809653802148;1;2.99573227355399;1;1;0;1;"not acept";"furnished"
7.33888813383888;2.99573227355399;1;4.27666611901606;2;2;1;9;"acept";"not furnished"
8.0802374162167;3.71357206670431;1;5.06890420222023;2;3;1;8;"not acept";"furnished"
8.74830491237962;4.38202663467388;1;5.39362754635236;3;3;2;14;"not acept";"furnished"
8.3187422526924;4.12713438504509;1;5.24702407216049;3;4;1;0;"acept";"not furnished"
7.25134498337221;2.89037175789616;1;3.2188758248682;1;1;0;2;"acept";"not furnished"
8.69951474821019;4.51085950651685;1;4.60517018598809;2;1;2;0;"not acept";"not furnished"
8.98719682066197;4.62497281328427;1;5.14166355650266;4;5;4;4;"acept";"not furnished"
8.29404964010203;3.93182563272433;1;5.4380793089232;4;3;1;1;"not acept";"not furnished"
7.37775890822787;3.04452243772342;0;4.31748811353631;3;2;2;1;"acept";"not furnished"
7.37775890822787;3.04452243772342;1;4.21950770517611;2;1;1;5;"acept";"not furnished"
7.41457288135059;3.2188758248682;1;5.07517381523383;2;1;0;0;"acept";"not furnished"
8.77955745588373;4.4188406077966;1;4.60517018598809;2;2;2;6;"acept";"furnished"
9.33255800470043;4.969813299576;1;5.65948221575962;4;4;4;6;"not acept";"not furnished"
6.61873898351722;2.30258509299405;0;4.00733318523247;2;1;1;2;"acept";"not furnished"
7.82404601085629;3.46573590279973;1;3.91202300542815;2;1;1;11;"not acept";"furnished"
7.36327958696304;2.99573227355399;1;3.66356164612965;1;1;1;20;"acept";"not furnished"
7.09007683577609;2.77258872223978;1;2.77258872223978;1;1;0;1;"not acept";"not furnished"
8.66561319653451;4.30406509320417;1;5.29831736654804;4;3;3;1;"acept";"furnished"
8.1605182474775;3.97029191355212;1;4.4188406077966;2;3;2;0;"acept";"not furnished"
7.60090245954208;3.25809653802148;1;3.09104245335832;1;1;1;14;"not acept";"furnished"
7.49554194388426;3.13549421592915;0;4.38202663467388;3;2;2;14;"not acept";"not furnished"
8.51519118874556;4.33073334028633;1;4.60517018598809;3;2;3;0;"acept";"not furnished"
8.9226582995244;4.56434819146784;1;5.34710753071747;3;2;1;5;"acept";"furnished"
7.60090245954208;3.25809653802148;1;3.49650756146648;1;1;0;18;"acept";"not furnished"
9.09380655572023;4.15888308335967;1;4.15888308335967;1;2;1;15;"acept";"furnished"
7.82404601085629;3.46573590279973;1;4.58496747867057;2;2;0;6;"acept";"not furnished"
9.19013766465866;4.99721227376411;1;5.29831736654804;3;4;2;0;"not acept";"furnished"
7.73543335249969;2.19722457733622;1;3.78418963391826;1;1;1;17;"not acept";"furnished"
9.39266192877014;5.03043792139244;1;6.04025471127741;3;3;4;7;"acept";"not furnished"
7.3132203870903;3.13549421592915;1;4.00733318523247;1;1;0;0;"acept";"furnished"
6.80239476332431;2.484906649788;1;3.68887945411394;1;1;0;0;"acept";"not furnished"
8.03915739047324;3.68887945411394;1;4.38202663467388;2;1;1;2;"acept";"furnished"
8.66561319653451;4.30406509320417;0;4.87519732320115;3;3;3;7;"not acept";"not furnished"
7.74066440191724;3.40119738166216;1;4.18965474202643;2;1;1;5;"not acept";"not furnished"
7.15695636461564;2.63905732961526;1;4.58496747867057;1;1;1;0;"not acept";"not furnished"
8.95415696658377;4.59511985013459;1;4.34380542185368;1;2;1;29;"acept";"furnished"
7.08170858610557;2.77258872223978;1;5.68017260901707;4;3;3;5;"acept";"not furnished"
9.61580548008435;5.25227342804663;1;5.76832099579377;4;4;6;8;"acept";"furnished"
7.8898337513943;3.71357206670431;1;2.30258509299405;4;3;2;0;"acept";"not furnished"
8.00636756765025;3.66356164612965;1;5.18178355029209;3;2;1;6;"acept";"not furnished"
7.60090245954208;3.25809653802148;1;4.49980967033027;2;1;2;4;"acept";"not furnished"
8.51719319141624;4.15888308335967;1;4.15888308335967;2;2;1;14;"acept";"furnished"
7.49554194388426;3.13549421592915;1;4.04305126783455;2;1;1;8;"acept";"furnished"
8.29404964010203;3.93182563272433;1;5.48063892334199;3;1;2;8;"acept";"not furnished"
8.1886891244442;3.8286413964891;1;4.9416424226093;4;4;3;5;"acept";"not furnished"
8.26873183211774;3.91202300542815;1;4.07753744390572;1;1;1;3;"acept";"furnished"
8.51719319141624;4.15888308335967;1;5.18178355029209;3;3;1;10;"acept";"not furnished"
8.61250337122056;4.4188406077966;1;6.06378520868761;4;4;8;0;"acept";"not furnished"
7.24422751560335;2.89037175789616;1;4.17438726989564;2;1;1;3;"acept";"not furnished"
7.3132203870903;2.99573227355399;1;4.60517018598809;2;2;1;11;"not acept";"not furnished"
8.28903709827848;3.93182563272433;1;4.66343909411207;2;3;2;14;"acept";"furnished"
8.21066803116298;4.02535169073515;1;5.4553211153577;3;5;4;0;"acept";"furnished"
9.39266192877014;5.19849703126583;1;6.0330862217988;5;4;2;0;"acept";"not furnished"
7.27931883541462;3.09104245335832;1;4.8283137373023;3;2;2;0;"acept";"not furnished"
6.7093043402583;2.39789527279837;0;4.15888308335967;2;1;1;10;"acept";"not furnished"
7.82404601085629;3.46573590279973;1;4.59511985013459;3;2;1;3;"acept";"not furnished"
7.9373746961633;3.58351893845611;1;3.40119738166216;1;1;1;14;"acept";"not furnished"
8.93590352627442;4.57471097850338;1;4.60517018598809;2;2;1;15;"not acept";"not furnished"
7.74066440191724;3.55534806148941;1;5.41610040220442;3;2;2;0;"acept";"not furnished"
8.29404964010203;3.93182563272433;1;4.8283137373023;3;2;2;4;"acept";"furnished"
8.00636756765025;3.8286413964891;1;5.19295685089021;2;2;5;0;"acept";"not furnished"
6.79346613258001;2.63905732961526;1;3.91202300542815;1;1;0;0;"not acept";"not furnished"
7.24208235925696;2.89037175789616;0;4.00733318523247;2;1;1;1;"acept";"not furnished"
8.00636756765025;3.66356164612965;1;3.40119738166216;1;1;0;3;"acept";"furnished"
9.30565055178051;4.9416424226093;1;5.39362754635236;4;3;4;4;"acept";"not furnished"
6.90775527898214;2.56494935746154;1;3.40119738166216;1;1;0;9;"acept";"not furnished"
8.29404964010203;4.11087386417331;1;5.27299955856375;3;3;3;0;"acept";"furnished"
8.77955745588373;4.4188406077966;1;4.69134788222914;3;2;2;13;"acept";"not furnished"
6.8330317327862;2.63905732961526;1;3.80666248977032;1;1;0;0;"acept";"not furnished"
8.98719682066197;4.79579054559674;1;5.63478960316925;4;4;2;0;"acept";"not furnished"
7.3132203870903;3.13549421592915;0;5.35658627467201;4;1;2;0;"acept";"not furnished"
7.60090245954208;3.25809653802148;0;3.73766961828337;1;1;1;16;"not acept";"not furnished"
8.85366542803745;4.66343909411207;1;4.60517018598809;3;3;1;0;"acept";"not furnished"
6.74523634948436;2.56494935746154;1;3.55534806148941;1;1;0;0;"acept";"not furnished"
9.30565055178051;5.11198778835654;1;5.7037824746562;3;3;1;0;"acept";"furnished"
8.69951474821019;4.34380542185368;1;6.39692965521615;4;6;5;13;"acept";"not furnished"
7.64969262371151;3.29583686600433;1;4.24849524204936;2;2;1;0;"acept";"not furnished"
7.43838353004431;3.09104245335832;1;3.55534806148941;1;1;0;1;"not acept";"furnished"
9.10497985631836;4.91265488573605;1;5.19295685089021;5;3;2;0;"not acept";"not furnished"
8.85366542803745;4.48863636973214;1;5.34710753071747;3;3;3;17;"acept";"not furnished"
8.21608809863232;3.85014760171006;1;4.56434819146784;3;3;2;5;"acept";"not furnished"
8.51719319141624;4.15888308335967;1;3.8286413964891;1;1;1;12;"not acept";"furnished"
8.29404964010203;3.93182563272433;1;4.21950770517611;2;2;2;13;"not acept";"furnished"
8.98719682066197;4.62497281328427;1;4.90527477843843;2;3;1;19;"not acept";"furnished"
9.61580548008435;5.25227342804663;1;5.45958551414416;3;4;4;2;"acept";"furnished"
8.29404964010203;3.93182563272433;1;5.24702407216049;4;5;3;10;"acept";"not furnished"
7.03878354138854;2.89037175789616;0;4.31748811353631;2;1;1;0;"acept";"not furnished"
8.49699048409872;4.14313472639153;1;3.55534806148941;1;1;1;16;"acept";"furnished"
7.35179986905778;2.99573227355399;1;3.68887945411394;1;1;2;5;"acept";"not furnished"
9.39266192877014;5.03043792139244;1;5.50125821054473;3;3;1;18;"acept";"furnished"
7.17011954344963;2.83321334405622;1;4.00733318523247;2;1;1;6;"acept";"not furnished"
7.86326672400957;3.49650756146648;1;3.89182029811063;1;1;1;5;"acept";"not furnished"
7.52294091807237;3.17805383034795;1;4.0943445622221;2;1;0;3;"acept";"not furnished"
7.24422751560335;2.89037175789616;0;4.0943445622221;2;1;1;16;"not acept";"not furnished"
7.91571319938212;3.55534806148941;1;5.24702407216049;3;4;3;14;"acept";"furnished"
8.05515773181968;3.68887945411394;1;4.55387689160054;3;2;2;16;"not acept";"not furnished"
7.30653139893951;3.13549421592915;1;4.8283137373023;2;1;1;0;"acept";"not furnished"
8.34283980427146;4.15888308335967;1;5.52146091786225;3;4;4;0;"acept";"furnished"
8.68270762989381;4.31748811353631;1;5.4380793089232;3;4;2;12;"acept";"furnished"
7.90100705199242;3.55534806148941;1;5.12396397940326;3;3;3;3;"acept";"not furnished"
8.98719682066197;4.62497281328427;1;4.88280192258637;3;1;2;7;"not acept";"furnished"
8.00636756765025;3.8286413964891;1;5.68357976733868;4;6;8;0;"acept";"furnished"
7.64969262371151;3.29583686600433;1;3.2188758248682;1;1;0;12;"acept";"not furnished"
7.69621263934641;3.3322045101752;1;3.87120101090789;1;1;1;6;"acept";"not furnished"
7.68063742756094;3.3322045101752;1;4.58496747867057;2;2;1;13;"acept";"not furnished"
7.93020620668468;3.58351893845611;0;5.42053499927229;4;2;2;10;"acept";"not furnished"
7.90100705199242;3.55534806148941;1;4.0943445622221;2;1;1;2;"acept";"not furnished"
7.62559507213245;3.25809653802148;1;4.00733318523247;1;1;1;7;"acept";"not furnished"
7.86863689418417;3.52636052461616;1;3.43398720448515;1;1;0;6;"acept";"not furnished"
7.40853056689463;3.2188758248682;1;5.01063529409626;2;3;1;0;"acept";"not furnished"
7.20785987143248;3.04452243772342;1;4.24849524204936;2;1;0;0;"acept";"not furnished"
8.85366542803745;4.48863636973214;1;5.4553211153577;3;4;3;13;"acept";"not furnished"
8.98719682066197;4.62497281328427;1;5.23644196282995;1;3;2;10;"not acept";"not furnished"
8.29404964010203;3.93182563272433;1;5.28826703069454;4;5;4;17;"acept";"not furnished"
7.86326672400957;3.49650756146648;0;4.04305126783455;1;1;1;2;"acept";"not furnished"
8.24407127029579;4.06044301054642;1;6.30991827822652;3;2;4;0;"not acept";"not furnished"
9.61580548008435;5.42053499927229;1;6.5510803350434;5;7;5;0;"acept";"not furnished"
8.98719682066197;4.79579054559674;1;5.48063892334199;4;2;4;0;"acept";"not furnished"
7.30653139893951;2.94443897916644;1;4.60517018598809;3;3;2;2;"not acept";"furnished"
8.61250337122056;4.24849524204936;1;5.11799381241676;3;3;2;7;"acept";"not furnished"
6.68461172766793;2.39789527279837;0;4.44265125649032;2;1;0;0;"acept";"not furnished"
8.61250337122056;4.24849524204936;1;4.00733318523247;1;2;1;18;"acept";"furnished"
8.06777619577889;3.71357206670431;1;4.02535169073515;2;1;1;6;"acept";"furnished"
7.40853056689463;3.04452243772342;1;4.27666611901606;2;1;1;2;"not acept";"furnished"
9.61580548008435;5.25227342804663;1;5.85793315448346;4;3;3;1;"not acept";"furnished"
8.41183267575841;4.06044301054642;1;5.24702407216049;3;3;3;6;"acept";"furnished"
7.46737106691756;1.94591014905531;1;4.17438726989564;2;1;1;4;"acept";"not furnished"
8.98719682066197;4.79579054559674;1;5.66988092298052;3;3;3;0;"acept";"not furnished"
6.80239476332431;2.484906649788;0;3.80666248977032;1;1;0;3;"acept";"not furnished"
9.35010231435134;4.98360662170834;1;5.22035582507832;3;2;2;11;"acept";"not furnished"
7.22256601882217;2.89037175789616;0;3.98898404656427;1;1;1;6;"not acept";"not furnished"
9.39266192877014;5.03043792139244;1;5.48063892334199;4;3;3;6;"acept";"not furnished"
7.60090245954208;3.43398720448515;1;4.49980967033027;3;3;2;0;"acept";"not furnished"
8.48673398393153;4.29045944114839;0;5.85220247977447;3;3;3;0;"acept";"not furnished"
8.13153071060425;3.95124371858143;1;5.52545293913178;3;2;2;0;"acept";"not furnished"
8.69951474821019;4.51085950651685;1;4.9416424226093;3;1;2;0;"not acept";"not furnished"
8.15851624480683;3.97029191355212;1;5.39362754635236;3;4;8;0;"not acept";"not furnished"
8.51719319141624;4.15888308335967;1;3.73766961828337;1;1;1;14;"not acept";"not furnished"
6.69456205852109;2.39789527279837;0;4.60517018598809;3;2;0;2;"not acept";"not furnished"
6.90775527898214;2.56494935746154;0;4.17438726989564;2;1;1;1;"not acept";"not furnished"
7.60090245954208;3.25809653802148;1;4.24849524204936;3;2;1;3;"acept";"not furnished"
7.60090245954208;3.43398720448515;1;4.38202663467388;2;2;0;0;"acept";"not furnished"
9.34836166987356;4.98360662170834;1;5.67675380226828;4;3;3;8;"acept";"furnished"
7.19218205871325;2.83321334405622;1;3.3322045101752;1;1;0;1;"acept";"not furnished"
8.83927669058535;4.47733681447821;1;4.86753445045558;3;2;1;7;"not acept";"not furnished"
8.14467918344776;2.56494935746154;1;4.97673374242057;3;2;1;4;"acept";"not furnished"
7.24279792279376;2.07944154167984;1;4.06044301054642;1;1;0;2;"not acept";"not furnished"
9.61580548008435;5.25227342804663;1;5.94017125272043;3;5;1;10;"not acept";"not furnished"
7.86326672400957;3.49650756146648;1;4.60517018598809;2;2;2;10;"acept";"not furnished"
6.62671774924902;1.6094379124341;0;4.12713438504509;1;1;1;1;"not acept";"not furnished"
6.62007320653036;2.30258509299405;0;4.00733318523247;2;1;1;0;"acept";"not furnished"
8.00302866638473;3.63758615972639;1;4.58496747867057;2;2;1;0;"not acept";"not furnished"
8.00636756765025;3.66356164612965;1;5.06890420222023;3;3;1;6;"acept";"not furnished"
9.38429367909962;5.01727983681492;1;5.34710753071747;3;5;4;6;"acept";"furnished"
6.77992190747225;2.484906649788;0;4.0943445622221;2;1;1;3;"acept";"not furnished"
8.77955745588373;4.58496747867057;1;6.15697898558556;3;2;4;0;"acept";"not furnished"
8.00636756765025;3.66356164612965;1;4.85203026391962;3;2;2;1;"acept";"not furnished"
7.04490511712937;2.70805020110221;1;4.4188406077966;2;1;1;1;"acept";"not furnished"
7.82404601085629;3.46573590279973;1;3.91202300542815;1;1;1;6;"not acept";"furnished"
8.10167774745457;3.91202300542815;1;4.71849887129509;3;2;3;0;"acept";"not furnished"
7.09007683577609;2.77258872223978;0;3.95124371858143;3;1;1;1;"acept";"furnished"
8.47637119689598;4.11087386417331;1;3.68887945411394;1;1;1;9;"acept";"furnished"
9.61580548008435;5.42053499927229;1;6.21460809842219;4;6;3;0;"acept";"not furnished"
7.49554194388426;3.13549421592915;1;4.00733318523247;2;1;1;13;"acept";"not furnished"
9.04782144247841;4.68213122712422;1;5.89989735358249;3;5;2;5;"acept";"furnished"
8.34283980427146;3.98898404656427;1;3.68887945411394;1;2;1;28;"not acept";"furnished"
7.64969262371151;3.29583686600433;1;3.2188758248682;1;1;1;25;"acept";"not furnished"
8.00636756765025;3.66356164612965;0;4.44265125649032;3;2;2;9;"acept";"furnished"
8.21608809863232;3.85014760171006;0;5.13579843705026;4;3;1;10;"not acept";"not furnished"
8.69951474821019;4.34380542185368;1;5.7037824746562;3;5;4;12;"not acept";"not furnished"
7.09007683577609;2.77258872223978;1;3.97029191355212;2;1;1;7;"not acept";"not furnished"
9.47270463644367;5.27811465923052;1;5.95842469302978;4;5;6;0;"acept";"not furnished"
8.03915739047324;3.68887945411394;1;4.44265125649032;3;2;1;4;"acept";"not furnished"
6.74523634948436;2.39789527279837;0;3.80666248977032;2;1;1;3;"acept";"not furnished"
7.09007683577609;2.77258872223978;1;3.78418963391826;1;1;0;1;"not acept";"not furnished"
7.82003798945875;3.46573590279973;1;4.52178857704904;2;2;1;6;"not acept";"not furnished"
7.17011954344963;2.99573227355399;1;3.80666248977032;1;1;1;0;"acept";"not furnished"
7.41095187558364;2.94443897916644;1;4.0943445622221;2;1;0;10;"acept";"not furnished"
8.03980234373648;3.68887945411394;1;5.01063529409626;3;5;2;14;"acept";"not furnished"
7.17395831975679;2.83321334405622;1;3.55534806148941;1;1;0;1;"not acept";"not furnished"
8.1605182474775;3.80666248977032;1;4.24849524204936;2;2;1;6;"acept";"not furnished"
8.23217423638394;3.87120101090789;1;5.85793315448346;3;5;4;13;"acept";"not furnished"
7.49554194388426;3.13549421592915;1;2.99573227355399;1;1;0;5;"acept";"furnished"
8.98719682066197;4.62497281328427;1;5.75574221358691;4;6;4;18;"acept";"furnished"
7.60140233458373;3.25809653802148;1;3.63758615972639;1;1;0;16;"not acept";"not furnished"
7.36707705988101;1.79175946922805;1;4.12713438504509;3;2;1;5;"acept";"not furnished"
7.24422751560335;3.09104245335832;0;5.55295958492162;2;2;1;0;"acept";"not furnished"
8.47637119689598;4.29045944114839;0;5.99645208861902;4;5;2;0;"not acept";"not furnished"
8.00636756765025;3.8286413964891;1;5.29831736654804;3;1;2;0;"acept";"not furnished"
7.71423114484909;3.36729582998647;1;4.0943445622221;1;1;1;6;"acept";"not furnished"
7.3132203870903;2.99573227355399;0;3.98898404656427;2;1;1;10;"acept";"not furnished"
7.09007683577609;2.77258872223978;1;3.97029191355212;2;1;1;8;"acept";"furnished"
6.85646198459459;2.70805020110221;1;3.91202300542815;1;1;0;1;"acept";"not furnished"
7.13089883029635;2.77258872223978;0;4.17438726989564;2;1;1;3;"acept";"not furnished"
7.70975686445416;3.36729582998647;0;4.39444915467244;3;2;2;3;"acept";"not furnished"
8.13153071060425;3.78418963391826;1;4.21950770517611;2;2;1;18;"acept";"not furnished"
8.61250337122056;4.24849524204936;1;5.06259503302697;3;3;2;10;"not acept";"not furnished"
7.60090245954208;3.25809653802148;1;4.7361984483945;2;2;1;4;"acept";"not furnished"
7.78322401633604;3.43398720448515;1;4.38202663467388;3;2;2;5;"acept";"not furnished"
8.51719319141624;4.15888308335967;0;4.70953020131233;3;3;3;6;"not acept";"furnished"
9.04782144247841;4.68213122712422;1;5.07517381523383;3;4;2;3;"acept";"not furnished"
9.41735454136051;5.22035582507832;1;6.44571981938558;4;6;4;0;"not acept";"not furnished"
7.03878354138854;2.89037175789616;1;4.21950770517611;1;1;0;0;"not acept";"not furnished"
6.90775527898214;2.56494935746154;0;4.0943445622221;2;1;1;1;"acept";"not furnished"
7.9373746961633;3.58351893845611;1;4.70048036579242;3;2;1;10;"acept";"not furnished"
8.79482492801452;4.43081679884331;1;5.54126354515843;4;4;3;2;"acept";"not furnished"
9.39266192877014;5.03043792139244;1;5.52942908751142;4;6;3;19;"acept";"not furnished"
8.00869818298853;3.66356164612965;1;4.45434729625351;2;1;1;12;"acept";"not furnished"
7.0825485693553;2.77258872223978;1;3.87120101090789;2;1;0;2;"acept";"not furnished"
9.15904707758863;4.79579054559674;0;5.7037824746562;4;5;3;9;"acept";"not furnished"
7.97246601597457;3.61091791264422;1;4.86753445045558;3;2;1;13;"acept";"not furnished"
7.49554194388426;3.13549421592915;1;3.58351893845611;1;1;0;1;"acept";"not furnished"
7.9373746961633;3.76120011569356;0;5.39362754635236;3;1;4;0;"not acept";"not furnished"
7.37775890822787;3.04452243772342;1;4.56434819146784;2;2;2;5;"acept";"not furnished"
8.1605182474775;3.97029191355212;1;5.63478960316925;3;3;5;0;"acept";"not furnished"
7.0647590277918;2.89037175789616;1;4.24849524204936;1;1;1;0;"acept";"not furnished"
7.43838353004431;3.09104245335832;1;4.62497281328427;2;2;1;1;"acept";"not furnished"
7.49554194388426;3.13549421592915;1;4.24849524204936;2;1;0;6;"acept";"not furnished"
7.52294091807237;3.17805383034795;1;3.55534806148941;1;1;0;18;"acept";"not furnished"
7.28961052145117;2.94443897916644;1;4.0943445622221;2;2;1;5;"acept";"not furnished"
7.72312009226633;3.52636052461616;1;6.21460809842219;2;2;1;0;"acept";"not furnished"
9.61580548008435;4.06044301054642;1;5.47227067367148;4;5;3;1;"not acept";"not furnished"
8.51719319141624;4.33073334028633;1;4.84418708645859;3;2;2;1;"acept";"not furnished"
9.10497985631836;4.74493212836325;1;5.6970934865054;4;4;3;6;"acept";"not furnished"
7.98989937494294;2.484906649788;1;4.31748811353631;3;1;1;9;"acept";"not furnished"
8.24275634571448;3.89182029811063;0;4.65396035015752;2;2;2;11;"acept";"not furnished"
8.46379241468912;4.11087386417331;1;5.63121178182137;5;5;6;3;"acept";"furnished"
8.69951474821019;4.34380542185368;1;4.60517018598809;1;2;1;13;"not acept";"not furnished"
7.57353126274595;1.94591014905531;1;4.60517018598809;3;2;1;12;"acept";"not furnished"
8.41183267575841;4.21950770517611;1;4.78749174278205;4;2;2;0;"not acept";"not furnished"
8.10711747075039;3.29583686600433;1;4.58496747867057;3;2;1;7;"acept";"furnished"
9.26860928010016;5.07517381523383;0;6.30991827822652;5;6;8;0;"acept";"not furnished"
8.9226582995244;4.72738781871234;1;4.60517018598809;3;2;6;0;"acept";"not furnished"
6.85646198459459;2.56494935746154;0;4.00733318523247;1;1;0;5;"not acept";"not furnished"
7.85864065562079;2.30258509299405;1;4.06044301054642;2;2;1;1;"acept";"not furnished"
8.9226582995244;4.56434819146784;1;5.19295685089021;3;3;1;6;"not acept";"not furnished"
7.64969262371151;3.29583686600433;1;3.09104245335832;1;1;0;25;"acept";"not furnished"
7.09007683577609;2.77258872223978;0;4.40671924726425;3;2;1;1;"acept";"not furnished"
8.1605182474775;3.97029191355212;0;5.26785815906333;3;2;3;0;"acept";"not furnished"
7.74066440191724;3.40119738166216;1;4.24849524204936;3;2;1;1;"acept";"not furnished"
8.44998444172279;4.0943445622221;1;4.20469261939097;2;2;2;4;"acept";"furnished"
7.60090245954208;3.25809653802148;1;4.60517018598809;3;2;2;6;"not acept";"not furnished"
7.40853056689463;3.04452243772342;1;4.0943445622221;2;2;1;8;"acept";"not furnished"
7.82404601085629;3.46573590279973;1;4.12713438504509;2;2;1;5;"acept";"not furnished"
7.82404601085629;3.46573590279973;1;3.78418963391826;1;1;0;4;"acept";"furnished"
7.91862865334224;3.55534806148941;1;4.18965474202643;2;2;1;15;"not acept";"not furnished"
7.77148876011762;2.30258509299405;1;4.45434729625351;2;1;1;1;"acept";"not furnished"
9.21034037197618;5.01727983681492;1;5.7037824746562;3;4;0;0;"acept";"furnished"
6.80239476332431;2.484906649788;0;4.0943445622221;2;1;1;7;"acept";"not furnished"
7.00306545878646;2.63905732961526;0;4.17438726989564;2;1;1;7;"acept";"not furnished"
7.37775890822787;3.04452243772342;1;3.8286413964891;1;1;1;5;"acept";"furnished"
8.38935981990635;4.02535169073515;1;4.24849524204936;2;2;1;13;"acept";"not furnished"
7.89729647259588;3.55534806148941;1;4.70048036579242;2;2;0;13;"acept";"not furnished"
6.39692965521615;2.07944154167984;1;2.99573227355399;1;1;0;3;"not acept";"furnished"
8.47428569040496;4.11087386417331;1;5.29831736654804;3;3;3;3;"acept";"not furnished"
8.29404964010203;3.93182563272433;1;5.01063529409626;3;3;2;10;"acept";"not furnished"
7.69621263934641;3.52636052461616;1;4.78749174278205;3;1;0;0;"acept";"not furnished"
9.15904707758863;4.79579054559674;1;5.17048399503815;3;4;3;20;"not acept";"not furnished"
6.90775527898214;2.56494935746154;0;3.68887945411394;1;1;1;2;"not acept";"not furnished"
9.39266192877014;5.03043792139244;1;5.85793315448346;3;6;4;28;"acept";"furnished"
7.38585107812521;1.79175946922805;1;4.17438726989564;2;2;1;3;"acept";"not furnished"
