"city","animal","furniture","area","fire.insurance","rent.amount","rooms","bathrooms","floor","parking.spaces"
"yes","not acept","furnished",3.09104245335832,3.25809653802148,7.60090245954208,1,1,14,1
"no","not acept","not furnished",4.38202663467388,3.13549421592915,7.49554194388426,3,2,14,2
"yes","acept","not furnished",4.60517018598809,4.33073334028633,8.51519118874556,3,2,0,3
"yes","acept","furnished",5.34710753071747,4.56434819146784,8.9226582995244,3,2,5,1
"yes","acept","not furnished",3.49650756146648,3.25809653802148,7.60090245954208,1,1,18,0
"yes","acept","furnished",4.15888308335967,4.15888308335967,9.09380655572023,1,2,15,1
"yes","acept","not furnished",4.58496747867057,3.46573590279973,7.82404601085629,2,2,6,0
"yes","not acept","furnished",5.29831736654804,4.99721227376411,9.19013766465866,3,4,0,2
"yes","not acept","furnished",3.78418963391826,2.19722457733622,7.73543335249969,1,1,17,1
"yes","acept","not furnished",6.04025471127741,5.03043792139244,9.39266192877014,3,3,7,4
"yes","acept","furnished",4.00733318523247,3.13549421592915,7.3132203870903,1,1,0,0
"yes","acept","not furnished",3.68887945411394,2.484906649788,6.80239476332431,1,1,0,0
"yes","acept","furnished",4.38202663467388,3.68887945411394,8.03915739047324,2,1,2,1
"no","not acept","not furnished",4.87519732320115,4.30406509320417,8.66561319653451,3,3,7,3
"yes","not acept","not furnished",4.18965474202643,3.40119738166216,7.74066440191724,2,1,5,1
"yes","not acept","not furnished",4.58496747867057,2.63905732961526,7.15695636461564,1,1,0,1
"yes","acept","furnished",4.34380542185368,4.59511985013459,8.95415696658377,1,2,29,1
"yes","acept","not furnished",5.68017260901707,2.77258872223978,7.08170858610557,4,3,5,3
"yes","acept","furnished",5.76832099579377,5.25227342804663,9.61580548008435,4,4,8,6
"yes","acept","not furnished",2.30258509299405,3.71357206670431,7.8898337513943,4,3,0,2
"yes","acept","not furnished",5.18178355029209,3.66356164612965,8.00636756765025,3,2,6,1
"yes","acept","not furnished",4.49980967033027,3.25809653802148,7.60090245954208,2,1,4,2
"yes","acept","furnished",4.15888308335967,4.15888308335967,8.51719319141624,2,2,14,1
"yes","acept","furnished",4.04305126783455,3.13549421592915,7.49554194388426,2,1,8,1
"yes","acept","not furnished",5.48063892334199,3.93182563272433,8.29404964010203,3,1,8,2
"yes","acept","not furnished",4.9416424226093,3.8286413964891,8.1886891244442,4,4,5,3
"yes","acept","furnished",4.07753744390572,3.91202300542815,8.26873183211774,1,1,3,1
"yes","acept","not furnished",5.18178355029209,4.15888308335967,8.51719319141624,3,3,10,1
"yes","acept","not furnished",6.06378520868761,4.4188406077966,8.61250337122056,4,4,0,8
"yes","acept","not furnished",4.17438726989564,2.89037175789616,7.24422751560335,2,1,3,1
"yes","not acept","not furnished",4.60517018598809,2.99573227355399,7.3132203870903,2,2,11,1
"yes","acept","furnished",4.66343909411207,3.93182563272433,8.28903709827848,2,3,14,2
"yes","acept","furnished",5.4553211153577,4.02535169073515,8.21066803116298,3,5,0,4
"yes","acept","not furnished",6.0330862217988,5.19849703126583,9.39266192877014,5,4,0,2
"yes","acept","not furnished",4.8283137373023,3.09104245335832,7.27931883541462,3,2,0,2
"no","acept","not furnished",4.15888308335967,2.39789527279837,6.7093043402583,2,1,10,1
"yes","acept","not furnished",4.59511985013459,3.46573590279973,7.82404601085629,3,2,3,1
"yes","acept","not furnished",3.40119738166216,3.58351893845611,7.9373746961633,1,1,14,1
"yes","not acept","not furnished",4.60517018598809,4.57471097850338,8.93590352627442,2,2,15,1
"yes","acept","not furnished",5.41610040220442,3.55534806148941,7.74066440191724,3,2,0,2
"yes","acept","furnished",4.8283137373023,3.93182563272433,8.29404964010203,3,2,4,2
"yes","acept","not furnished",5.19295685089021,3.8286413964891,8.00636756765025,2,2,0,5
"yes","not acept","not furnished",3.91202300542815,2.63905732961526,6.79346613258001,1,1,0,0
"no","acept","not furnished",4.00733318523247,2.89037175789616,7.24208235925696,2,1,1,1
"yes","acept","furnished",3.40119738166216,3.66356164612965,8.00636756765025,1,1,3,0
"yes","acept","not furnished",5.39362754635236,4.9416424226093,9.30565055178051,4,3,4,4
"yes","acept","not furnished",3.40119738166216,2.56494935746154,6.90775527898214,1,1,9,0
"yes","acept","furnished",5.27299955856375,4.11087386417331,8.29404964010203,3,3,0,3
"yes","acept","not furnished",4.69134788222914,4.4188406077966,8.77955745588373,3,2,13,2
"yes","acept","not furnished",3.80666248977032,2.63905732961526,6.8330317327862,1,1,0,0
"yes","acept","not furnished",5.63478960316925,4.79579054559674,8.98719682066197,4,4,0,2
"no","acept","not furnished",5.35658627467201,3.13549421592915,7.3132203870903,4,1,0,2
"no","not acept","not furnished",3.73766961828337,3.25809653802148,7.60090245954208,1,1,16,1
"yes","acept","not furnished",4.60517018598809,4.66343909411207,8.85366542803745,3,3,0,1
"yes","acept","not furnished",3.55534806148941,2.56494935746154,6.74523634948436,1,1,0,0
"yes","acept","furnished",5.7037824746562,5.11198778835654,9.30565055178051,3,3,0,1
"yes","acept","not furnished",6.39692965521615,4.34380542185368,8.69951474821019,4,6,13,5
"yes","acept","not furnished",4.24849524204936,3.29583686600433,7.64969262371151,2,2,0,1
"yes","not acept","furnished",3.55534806148941,3.09104245335832,7.43838353004431,1,1,1,0
"yes","not acept","not furnished",5.19295685089021,4.91265488573605,9.10497985631836,5,3,0,2
"yes","acept","not furnished",5.34710753071747,4.48863636973214,8.85366542803745,3,3,17,3
"yes","acept","not furnished",4.56434819146784,3.85014760171006,8.21608809863232,3,3,5,2
"yes","not acept","furnished",3.8286413964891,4.15888308335967,8.51719319141624,1,1,12,1
"yes","not acept","furnished",4.21950770517611,3.93182563272433,8.29404964010203,2,2,13,2
"yes","not acept","furnished",4.90527477843843,4.62497281328427,8.98719682066197,2,3,19,1
"yes","acept","furnished",5.45958551414416,5.25227342804663,9.61580548008435,3,4,2,4
"yes","acept","not furnished",5.24702407216049,3.93182563272433,8.29404964010203,4,5,10,3
"no","acept","not furnished",4.31748811353631,2.89037175789616,7.03878354138854,2,1,0,1
"yes","acept","furnished",3.55534806148941,4.14313472639153,8.49699048409872,1,1,16,1
"yes","acept","not furnished",3.68887945411394,2.99573227355399,7.35179986905778,1,1,5,2
"yes","acept","furnished",5.50125821054473,5.03043792139244,9.39266192877014,3,3,18,1
"yes","acept","not furnished",4.00733318523247,2.83321334405622,7.17011954344963,2,1,6,1
"yes","acept","not furnished",3.89182029811063,3.49650756146648,7.86326672400957,1,1,5,1
"yes","acept","not furnished",4.0943445622221,3.17805383034795,7.52294091807237,2,1,3,0
"no","not acept","not furnished",4.0943445622221,2.89037175789616,7.24422751560335,2,1,16,1
"yes","acept","furnished",5.24702407216049,3.55534806148941,7.91571319938212,3,4,14,3
"yes","not acept","not furnished",4.55387689160054,3.68887945411394,8.05515773181968,3,2,16,2
"yes","acept","not furnished",4.8283137373023,3.13549421592915,7.30653139893951,2,1,0,1
"yes","acept","furnished",5.52146091786225,4.15888308335967,8.34283980427146,3,4,0,4
"yes","acept","furnished",5.4380793089232,4.31748811353631,8.68270762989381,3,4,12,2
"yes","acept","not furnished",5.12396397940326,3.55534806148941,7.90100705199242,3,3,3,3
"yes","not acept","furnished",4.88280192258637,4.62497281328427,8.98719682066197,3,1,7,2
"yes","acept","furnished",5.68357976733868,3.8286413964891,8.00636756765025,4,6,0,8
"yes","acept","not furnished",3.2188758248682,3.29583686600433,7.64969262371151,1,1,12,0
"yes","acept","not furnished",3.87120101090789,3.3322045101752,7.69621263934641,1,1,6,1
"yes","acept","not furnished",4.58496747867057,3.3322045101752,7.68063742756094,2,2,13,1
"no","acept","not furnished",5.42053499927229,3.58351893845611,7.93020620668468,4,2,10,2
"yes","acept","not furnished",4.0943445622221,3.55534806148941,7.90100705199242,2,1,2,1
"yes","acept","not furnished",4.00733318523247,3.25809653802148,7.62559507213245,1,1,7,1
"yes","acept","not furnished",3.43398720448515,3.52636052461616,7.86863689418417,1,1,6,0
"yes","acept","not furnished",5.01063529409626,3.2188758248682,7.40853056689463,2,3,0,1
"yes","acept","not furnished",4.24849524204936,3.04452243772342,7.20785987143248,2,1,0,0
"yes","acept","not furnished",5.4553211153577,4.48863636973214,8.85366542803745,3,4,13,3
"yes","not acept","not furnished",5.23644196282995,4.62497281328427,8.98719682066197,1,3,10,2
"yes","acept","not furnished",5.28826703069454,3.93182563272433,8.29404964010203,4,5,17,4
"no","acept","not furnished",4.04305126783455,3.49650756146648,7.86326672400957,1,1,2,1
"yes","not acept","not furnished",6.30991827822652,4.06044301054642,8.24407127029579,3,2,0,4
"yes","acept","not furnished",6.5510803350434,5.42053499927229,9.61580548008435,5,7,0,5
"yes","acept","not furnished",5.48063892334199,4.79579054559674,8.98719682066197,4,2,0,4
"yes","not acept","furnished",4.60517018598809,2.94443897916644,7.30653139893951,3,3,2,2
"yes","acept","not furnished",5.11799381241676,4.24849524204936,8.61250337122056,3,3,7,2
"no","acept","not furnished",4.44265125649032,2.39789527279837,6.68461172766793,2,1,0,0
"yes","acept","furnished",4.00733318523247,4.24849524204936,8.61250337122056,1,2,18,1
"yes","acept","furnished",4.02535169073515,3.71357206670431,8.06777619577889,2,1,6,1
"yes","not acept","furnished",4.27666611901606,3.04452243772342,7.40853056689463,2,1,2,1
"yes","not acept","furnished",5.85793315448346,5.25227342804663,9.61580548008435,4,3,1,3
"yes","acept","furnished",5.24702407216049,4.06044301054642,8.41183267575841,3,3,6,3
"yes","acept","not furnished",4.17438726989564,1.94591014905531,7.46737106691756,2,1,4,1
"yes","acept","not furnished",5.66988092298052,4.79579054559674,8.98719682066197,3,3,0,3
"no","acept","not furnished",3.80666248977032,2.484906649788,6.80239476332431,1,1,3,0
"yes","acept","not furnished",5.22035582507832,4.98360662170834,9.35010231435134,3,2,11,2
"no","not acept","not furnished",3.98898404656427,2.89037175789616,7.22256601882217,1,1,6,1
"yes","acept","not furnished",5.48063892334199,5.03043792139244,9.39266192877014,4,3,6,3
"yes","acept","not furnished",4.49980967033027,3.43398720448515,7.60090245954208,3,3,0,2
"no","acept","not furnished",5.85220247977447,4.29045944114839,8.48673398393153,3,3,0,3
"yes","acept","not furnished",5.52545293913178,3.95124371858143,8.13153071060425,3,2,0,2
"yes","not acept","not furnished",4.9416424226093,4.51085950651685,8.69951474821019,3,1,0,2
"yes","not acept","not furnished",5.39362754635236,3.97029191355212,8.15851624480683,3,4,0,8
"yes","not acept","not furnished",3.73766961828337,4.15888308335967,8.51719319141624,1,1,14,1
"no","not acept","not furnished",4.60517018598809,2.39789527279837,6.69456205852109,3,2,2,0
"no","not acept","not furnished",4.17438726989564,2.56494935746154,6.90775527898214,2,1,1,1
"yes","acept","not furnished",4.24849524204936,3.25809653802148,7.60090245954208,3,2,3,1
"yes","acept","not furnished",4.38202663467388,3.43398720448515,7.60090245954208,2,2,0,0
"yes","acept","furnished",5.67675380226828,4.98360662170834,9.34836166987356,4,3,8,3
"yes","acept","not furnished",3.3322045101752,2.83321334405622,7.19218205871325,1,1,1,0
"yes","not acept","not furnished",4.86753445045558,4.47733681447821,8.83927669058535,3,2,7,1
"yes","acept","not furnished",4.97673374242057,2.56494935746154,8.14467918344776,3,2,4,1
"yes","not acept","not furnished",4.06044301054642,2.07944154167984,7.24279792279376,1,1,2,0
"yes","not acept","not furnished",5.94017125272043,5.25227342804663,9.61580548008435,3,5,10,1
"yes","acept","not furnished",4.60517018598809,3.49650756146648,7.86326672400957,2,2,10,2
"no","not acept","not furnished",4.12713438504509,1.6094379124341,6.62671774924902,1,1,1,1
"no","acept","not furnished",4.00733318523247,2.30258509299405,6.62007320653036,2,1,0,1
"yes","not acept","not furnished",4.58496747867057,3.63758615972639,8.00302866638473,2,2,0,1
"yes","acept","not furnished",5.06890420222023,3.66356164612965,8.00636756765025,3,3,6,1
"yes","acept","furnished",5.34710753071747,5.01727983681492,9.38429367909962,3,5,6,4
"no","acept","not furnished",4.0943445622221,2.484906649788,6.77992190747225,2,1,3,1
"yes","acept","not furnished",6.15697898558556,4.58496747867057,8.77955745588373,3,2,0,4
"yes","acept","not furnished",4.85203026391962,3.66356164612965,8.00636756765025,3,2,1,2
"yes","acept","not furnished",4.4188406077966,2.70805020110221,7.04490511712937,2,1,1,1
"yes","not acept","furnished",3.91202300542815,3.46573590279973,7.82404601085629,1,1,6,1
"yes","acept","not furnished",4.71849887129509,3.91202300542815,8.10167774745457,3,2,0,3
"no","acept","furnished",3.95124371858143,2.77258872223978,7.09007683577609,3,1,1,1
"yes","acept","furnished",3.68887945411394,4.11087386417331,8.47637119689598,1,1,9,1
"yes","acept","not furnished",6.21460809842219,5.42053499927229,9.61580548008435,4,6,0,3
"yes","acept","not furnished",4.00733318523247,3.13549421592915,7.49554194388426,2,1,13,1
"yes","acept","furnished",5.89989735358249,4.68213122712422,9.04782144247841,3,5,5,2
"yes","not acept","furnished",3.68887945411394,3.98898404656427,8.34283980427146,1,2,28,1
"yes","acept","not furnished",3.2188758248682,3.29583686600433,7.64969262371151,1,1,25,1
"no","acept","furnished",4.44265125649032,3.66356164612965,8.00636756765025,3,2,9,2
"no","not acept","not furnished",5.13579843705026,3.85014760171006,8.21608809863232,4,3,10,1
"yes","not acept","not furnished",5.7037824746562,4.34380542185368,8.69951474821019,3,5,12,4
"yes","not acept","not furnished",3.97029191355212,2.77258872223978,7.09007683577609,2,1,7,1
"yes","acept","not furnished",5.95842469302978,5.27811465923052,9.47270463644367,4,5,0,6
"yes","acept","not furnished",4.44265125649032,3.68887945411394,8.03915739047324,3,2,4,1
"no","acept","not furnished",3.80666248977032,2.39789527279837,6.74523634948436,2,1,3,1
"yes","not acept","not furnished",3.78418963391826,2.77258872223978,7.09007683577609,1,1,1,0
"yes","not acept","not furnished",4.52178857704904,3.46573590279973,7.82003798945875,2,2,6,1
"yes","acept","not furnished",3.80666248977032,2.99573227355399,7.17011954344963,1,1,0,1
"yes","acept","not furnished",4.0943445622221,2.94443897916644,7.41095187558364,2,1,10,0
"yes","acept","not furnished",5.01063529409626,3.68887945411394,8.03980234373648,3,5,14,2
"yes","not acept","not furnished",3.55534806148941,2.83321334405622,7.17395831975679,1,1,1,0
"yes","acept","not furnished",4.24849524204936,3.80666248977032,8.1605182474775,2,2,6,1
"yes","acept","not furnished",5.85793315448346,3.87120101090789,8.23217423638394,3,5,13,4
"yes","acept","furnished",2.99573227355399,3.13549421592915,7.49554194388426,1,1,5,0
"yes","acept","furnished",5.75574221358691,4.62497281328427,8.98719682066197,4,6,18,4
"yes","not acept","not furnished",3.63758615972639,3.25809653802148,7.60140233458373,1,1,16,0
"yes","acept","not furnished",4.12713438504509,1.79175946922805,7.36707705988101,3,2,5,1
"no","acept","not furnished",5.55295958492162,3.09104245335832,7.24422751560335,2,2,0,1
"no","not acept","not furnished",5.99645208861902,4.29045944114839,8.47637119689598,4,5,0,2
"yes","acept","not furnished",5.29831736654804,3.8286413964891,8.00636756765025,3,1,0,2
"yes","acept","not furnished",4.0943445622221,3.36729582998647,7.71423114484909,1,1,6,1
"no","acept","not furnished",3.98898404656427,2.99573227355399,7.3132203870903,2,1,10,1
"yes","acept","furnished",3.97029191355212,2.77258872223978,7.09007683577609,2,1,8,1
"yes","acept","not furnished",3.91202300542815,2.70805020110221,6.85646198459459,1,1,1,0
"no","acept","not furnished",4.17438726989564,2.77258872223978,7.13089883029635,2,1,3,1
"no","acept","not furnished",4.39444915467244,3.36729582998647,7.70975686445416,3,2,3,2
"yes","acept","not furnished",4.21950770517611,3.78418963391826,8.13153071060425,2,2,18,1
"yes","not acept","not furnished",5.06259503302697,4.24849524204936,8.61250337122056,3,3,10,2
"yes","acept","not furnished",4.7361984483945,3.25809653802148,7.60090245954208,2,2,4,1
"yes","acept","not furnished",4.38202663467388,3.43398720448515,7.78322401633604,3,2,5,2
"no","not acept","furnished",4.70953020131233,4.15888308335967,8.51719319141624,3,3,6,3
"yes","acept","not furnished",5.07517381523383,4.68213122712422,9.04782144247841,3,4,3,2
"yes","not acept","not furnished",6.44571981938558,5.22035582507832,9.41735454136051,4,6,0,4
"yes","not acept","not furnished",4.21950770517611,2.89037175789616,7.03878354138854,1,1,0,0
"no","acept","not furnished",4.0943445622221,2.56494935746154,6.90775527898214,2,1,1,1
"yes","acept","not furnished",4.70048036579242,3.58351893845611,7.9373746961633,3,2,10,1
"yes","acept","not furnished",5.54126354515843,4.43081679884331,8.79482492801452,4,4,2,3
"yes","acept","not furnished",5.52942908751142,5.03043792139244,9.39266192877014,4,6,19,3
"yes","acept","not furnished",4.45434729625351,3.66356164612965,8.00869818298853,2,1,12,1
"yes","acept","not furnished",3.87120101090789,2.77258872223978,7.0825485693553,2,1,2,0
"no","acept","not furnished",5.7037824746562,4.79579054559674,9.15904707758863,4,5,9,3
"yes","acept","not furnished",4.86753445045558,3.61091791264422,7.97246601597457,3,2,13,1
"yes","acept","not furnished",3.58351893845611,3.13549421592915,7.49554194388426,1,1,1,0
"no","not acept","not furnished",5.39362754635236,3.76120011569356,7.9373746961633,3,1,0,4
"yes","acept","not furnished",4.56434819146784,3.04452243772342,7.37775890822787,2,2,5,2
"yes","acept","not furnished",5.63478960316925,3.97029191355212,8.1605182474775,3,3,0,5
"yes","acept","not furnished",4.24849524204936,2.89037175789616,7.0647590277918,1,1,0,1
"yes","acept","not furnished",4.62497281328427,3.09104245335832,7.43838353004431,2,2,1,1
"yes","acept","not furnished",4.24849524204936,3.13549421592915,7.49554194388426,2,1,6,0
"yes","acept","not furnished",3.55534806148941,3.17805383034795,7.52294091807237,1,1,18,0
"yes","acept","not furnished",4.0943445622221,2.94443897916644,7.28961052145117,2,2,5,1
"yes","acept","not furnished",6.21460809842219,3.52636052461616,7.72312009226633,2,2,0,1
"yes","not acept","not furnished",5.47227067367148,4.06044301054642,9.61580548008435,4,5,1,3
"yes","acept","not furnished",4.84418708645859,4.33073334028633,8.51719319141624,3,2,1,2
"yes","acept","not furnished",5.6970934865054,4.74493212836325,9.10497985631836,4,4,6,3
"yes","acept","not furnished",4.31748811353631,2.484906649788,7.98989937494294,3,1,9,1
"no","acept","not furnished",4.65396035015752,3.89182029811063,8.24275634571448,2,2,11,2
"yes","acept","furnished",5.63121178182137,4.11087386417331,8.46379241468912,5,5,3,6
"yes","not acept","not furnished",4.60517018598809,4.34380542185368,8.69951474821019,1,2,13,1
"yes","acept","not furnished",4.60517018598809,1.94591014905531,7.57353126274595,3,2,12,1
"yes","not acept","not furnished",4.78749174278205,4.21950770517611,8.41183267575841,4,2,0,2
"yes","acept","furnished",4.58496747867057,3.29583686600433,8.10711747075039,3,2,7,1
"no","acept","not furnished",6.30991827822652,5.07517381523383,9.26860928010016,5,6,0,8
"yes","acept","not furnished",4.60517018598809,4.72738781871234,8.9226582995244,3,2,0,6
"no","not acept","not furnished",4.00733318523247,2.56494935746154,6.85646198459459,1,1,5,0
"yes","acept","not furnished",4.06044301054642,2.30258509299405,7.85864065562079,2,2,1,1
"yes","not acept","not furnished",5.19295685089021,4.56434819146784,8.9226582995244,3,3,6,1
"yes","acept","not furnished",3.09104245335832,3.29583686600433,7.64969262371151,1,1,25,0
"no","acept","not furnished",4.40671924726425,2.77258872223978,7.09007683577609,3,2,1,1
"no","acept","not furnished",5.26785815906333,3.97029191355212,8.1605182474775,3,2,0,3
"yes","acept","not furnished",4.24849524204936,3.40119738166216,7.74066440191724,3,2,1,1
"yes","acept","furnished",4.20469261939097,4.0943445622221,8.44998444172279,2,2,4,2
"yes","not acept","not furnished",4.60517018598809,3.25809653802148,7.60090245954208,3,2,6,2
"yes","acept","not furnished",4.0943445622221,3.04452243772342,7.40853056689463,2,2,8,1
"yes","acept","not furnished",4.12713438504509,3.46573590279973,7.82404601085629,2,2,5,1
"yes","acept","furnished",3.78418963391826,3.46573590279973,7.82404601085629,1,1,4,0
"yes","not acept","not furnished",4.18965474202643,3.55534806148941,7.91862865334224,2,2,15,1
"yes","acept","not furnished",4.45434729625351,2.30258509299405,7.77148876011762,2,1,1,1
"yes","acept","furnished",5.7037824746562,5.01727983681492,9.21034037197618,3,4,0,0
"no","acept","not furnished",4.0943445622221,2.484906649788,6.80239476332431,2,1,7,1
"no","acept","not furnished",4.17438726989564,2.63905732961526,7.00306545878646,2,1,7,1
"yes","acept","furnished",3.8286413964891,3.04452243772342,7.37775890822787,1,1,5,1
"yes","acept","not furnished",4.24849524204936,4.02535169073515,8.38935981990635,2,2,13,1
"yes","acept","not furnished",4.70048036579242,3.55534806148941,7.89729647259588,2,2,13,0
"yes","not acept","furnished",2.99573227355399,2.07944154167984,6.39692965521615,1,1,3,0
"yes","acept","not furnished",5.29831736654804,4.11087386417331,8.47428569040496,3,3,3,3
"yes","acept","not furnished",5.01063529409626,3.93182563272433,8.29404964010203,3,3,10,2
"yes","acept","not furnished",4.78749174278205,3.52636052461616,7.69621263934641,3,1,0,0
"yes","not acept","not furnished",5.17048399503815,4.79579054559674,9.15904707758863,3,4,20,3
"no","not acept","not furnished",3.68887945411394,2.56494935746154,6.90775527898214,1,1,2,1
"yes","acept","furnished",5.85793315448346,5.03043792139244,9.39266192877014,3,6,28,4
"yes","acept","not furnished",4.17438726989564,1.79175946922805,7.38585107812521,2,2,3,1
"yes","acept","furnished",3.55534806148941,3.17805383034795,7.52294091807237,1,1,4,1
"no","acept","not furnished",4.47733681447821,3.3322045101752,7.69621263934641,1,1,0,2
"yes","not acept","furnished",4.66343909411207,4.90527477843843,9.26860928010016,2,2,1,2
"yes","acept","not furnished",5.39362754635236,3.93182563272433,8.29404964010203,4,4,19,1
"yes","acept","not furnished",3.68887945411394,2.56494935746154,6.92755790627832,1,1,2,0
"no","acept","not furnished",4.24849524204936,2.99573227355399,7.3132203870903,3,1,1,1
"yes","not acept","furnished",5.4249500174814,5.25227342804663,9.61580548008435,4,4,7,3
"yes","acept","furnished",5.33753807970132,4.48863636973214,8.85366542803745,3,3,2,2
"yes","acept","not furnished",5.47227067367148,4.15888308335967,8.51719319141624,4,3,7,1
"yes","acept","not furnished",5.08140436498446,4.84418708645859,9.21034037197618,3,3,17,3
"yes","acept","not furnished",4.44265125649032,3.40119738166216,7.7621706071382,3,2,3,2
"yes","acept","furnished",5.25749537202778,5.03043792139244,9.39266192877014,2,3,1,1
"no","acept","not furnished",4.26267987704132,2.70805020110221,7.02997291170639,2,1,3,1
"yes","acept","not furnished",4.00733318523247,2.83321334405622,7.17011954344963,1,1,13,0
"no","acept","furnished",5.3890717298165,3.89182029811063,8.24275634571448,4,5,4,2
"yes","acept","not furnished",5.29831736654804,3.55534806148941,7.74066440191724,2,2,0,1
"yes","not acept","not furnished",3.91202300542815,1.38629436111989,7.14361760270412,1,1,0,0
"yes","acept","not furnished",4.49980967033027,3.76120011569356,7.9373746961633,2,1,0,0
"yes","not acept","furnished",3.80666248977032,4.24849524204936,8.61613313927114,1,1,1,1
"yes","not acept","furnished",4.78749174278205,3.73766961828337,8.10167774745457,2,2,3,1
"yes","acept","not furnished",5.13579843705026,4.06044301054642,8.41183267575841,3,2,5,1
"yes","acept","not furnished",5.99146454710798,4.04305126783455,8.23217423638394,4,3,0,4
"yes","acept","not furnished",3.73766961828337,3.55534806148941,7.90100705199242,1,1,3,1
"yes","not acept","furnished",3.43398720448515,3.25809653802148,7.59588991771854,1,1,3,1
"yes","acept","not furnished",5.85793315448346,4.21950770517611,8.41183267575841,3,5,0,3
"yes","acept","furnished",4.12713438504509,3.40119738166216,7.74066440191724,1,1,4,0
"yes","acept","not furnished",4.4188406077966,3.71357206670431,8.07090608878782,2,3,8,2
"yes","not acept","not furnished",3.55534806148941,2.83321334405622,7.17395831975679,1,1,1,0
"yes","acept","not furnished",4.99043258677874,3.8286413964891,8.1886891244442,3,2,4,2
"yes","acept","not furnished",5.33753807970132,5.03043792139244,9.39266192877014,4,4,5,3
"yes","acept","not furnished",3.40119738166216,2.484906649788,6.62007320653036,1,1,0,0
"yes","acept","not furnished",4.57471097850338,3.3322045101752,7.69621263934641,2,2,3,2
"yes","not acept","not furnished",3.40119738166216,2.63905732961526,6.82437367004309,1,1,0,0
"yes","acept","not furnished",4.64439089914137,3.73766961828337,8.10167774745457,3,2,8,2
"yes","acept","not furnished",5.4380793089232,4.82028156560504,9.01188943325234,4,3,0,3
"yes","not acept","furnished",2.99573227355399,3.68887945411394,8.05261481881557,1,1,4,0
"yes","acept","not furnished",5.6970934865054,3.8286413964891,8.00636756765025,4,4,0,1
"yes","acept","not furnished",4.84418708645859,3.52636052461616,7.71868549519847,2,1,0,2
"no","acept","not furnished",4.0943445622221,2.39789527279837,6.68461172766793,3,2,3,1
"yes","acept","not furnished",3.98898404656427,3.58351893845611,7.9373746961633,2,2,11,1
"no","acept","not furnished",5.5683445037611,4.96284463025991,9.15904707758863,3,4,0,4
"yes","not acept","not furnished",2.94443897916644,2.77258872223978,7.09007683577609,1,1,0,0
"yes","acept","furnished",4.00733318523247,3.3322045101752,7.69621263934641,2,1,1,1
"yes","not acept","not furnished",4.78749174278205,2.99573227355399,7.17011954344963,2,1,0,1
"yes","acept","not furnished",4.47733681447821,3.91202300542815,8.26873183211774,3,4,5,2
"yes","not acept","not furnished",4.91265488573605,4.46590811865458,8.82732145269785,3,2,9,2
"yes","acept","not furnished",4.86753445045558,3.43398720448515,7.60090245954208,3,1,0,1
"no","not acept","not furnished",3.87120101090789,1.94591014905531,6.30991827822652,1,1,1,1
"yes","not acept","not furnished",3.97029191355212,3.25809653802148,7.60090245954208,3,2,13,1
"yes","acept","not furnished",5.76832099579377,5.0998664278242,9.29376198011525,4,5,0,5
"no","not acept","furnished",3.95124371858143,3.40119738166216,7.74066440191724,1,1,8,1
"yes","acept","furnished",2.99573227355399,3.13549421592915,7.49554194388426,1,1,0,0
"yes","not acept","not furnished",4.31748811353631,3.46573590279973,7.82404601085629,2,1,5,3
"yes","not acept","not furnished",4.49980967033027,3.52636052461616,7.69621263934641,3,1,0,0
"yes","acept","not furnished",4.55387689160054,3.61091791264422,7.78322401633604,2,2,0,1
"yes","not acept","not furnished",4.24849524204936,2.83321334405622,7.00306545878646,1,1,0,1
"yes","acept","furnished",3.2188758248682,3.17805383034795,7.50659178007084,1,1,9,0
"yes","acept","not furnished",5.4380793089232,4.11087386417331,8.47637119689598,3,4,3,2
"yes","not acept","not furnished",4.48863636973214,2.99573227355399,8.59748202264504,3,2,15,2
"yes","acept","furnished",4.85981240436167,5.10594547390058,9.47270463644367,2,2,6,1
"yes","acept","furnished",3.73766961828337,3.8286413964891,8.1886891244442,1,1,0,1
"yes","acept","furnished",5.54126354515843,5.01727983681492,9.38429367909962,4,4,13,3
"yes","acept","not furnished",5.25749537202778,4.68213122712422,9.04782144247841,3,4,13,2
"yes","not acept","not furnished",4.59511985013459,4.00733318523247,8.36637030168165,2,1,6,1
"yes","acept","not furnished",3.91202300542815,2.07944154167984,6.95654544315157,2,1,1,1
"no","acept","furnished",3.87120101090789,2.77258872223978,7.11801620446533,1,2,2,0
"yes","acept","not furnished",4.59511985013459,4.00733318523247,8.20248244657654,2,1,0,1
"yes","not acept","not furnished",3.49650756146648,2.07944154167984,7.10578612948127,1,1,7,1
"yes","not acept","furnished",4.53259949315326,3.80666248977032,8.1605182474775,3,2,25,2
"yes","acept","not furnished",3.89182029811063,3.80666248977032,8.1605182474775,1,1,10,1
"yes","not acept","furnished",3.91202300542815,3.46573590279973,7.81601383915903,1,1,9,0
"yes","acept","not furnished",4.60517018598809,3.61091791264422,7.78322401633604,3,3,0,1
"yes","not acept","not furnished",4.70048036579242,3.13549421592915,7.49554194388426,2,1,10,1
"yes","acept","not furnished",6.68461172766793,5.19849703126583,9.39266192877014,4,7,0,8
"yes","acept","furnished",5.34710753071747,4.68213122712422,9.04782144247841,4,5,1,2
"yes","not acept","not furnished",4.38202663467388,3.29583686600433,7.64969262371151,3,1,0,0
